Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
0,1,60,0,1,337,2,4,2,5,4,4,4,2,2,2,2,5,2,4,2,3.0
0,1,27,0,0,1587,3,1,3,2,1,3,1,1,2,2,3,1,3,1,0,1.0
0,1,27,1,2,2355,4,4,4,4,4,5,4,4,3,2,4,2,1,4,0,0.0
1,1,16,0,1,425,4,3,5,4,3,5,3,3,5,3,4,5,4,3,7,0.0
0,1,52,1,2,2358,5,5,5,5,5,5,5,4,4,4,4,4,4,3,6,0.0
0,1,47,1,0,787,5,2,3,2,5,3,2,5,5,5,5,4,5,4,0,0.0
0,1,40,1,2,671,2,2,2,2,5,4,5,5,5,5,5,3,5,5,0,0.0
0,1,7,0,0,1199,2,4,2,2,3,2,3,3,3,3,4,4,2,3,57,51.0
0,1,30,1,2,2159,1,1,3,1,5,5,5,5,5,5,4,5,4,5,7,0.0
1,1,57,1,1,308,4,2,2,2,4,4,4,4,1,1,3,3,4,4,0,0.0
0,0,54,1,2,862,2,2,2,3,3,2,3,3,3,5,4,3,4,3,84,103.0
0,0,18,1,2,2174,5,5,5,5,5,5,4,5,3,3,4,3,5,5,0,0.0
1,1,25,1,2,2239,2,2,2,2,5,5,5,5,5,2,3,1,5,5,0,0.0
1,0,26,1,1,577,4,4,3,4,3,3,3,3,4,4,3,4,4,3,0,0.0
1,1,30,0,1,287,3,4,3,4,3,3,3,3,5,3,4,5,4,3,0,0.0
0,1,31,1,2,2920,2,2,2,2,5,5,5,5,3,4,3,1,5,5,19,20.0
1,1,49,0,1,1208,2,3,2,3,1,2,2,1,2,2,4,3,4,1,78,61.0
1,1,52,1,1,451,4,1,1,1,4,4,4,4,3,4,4,1,5,4,0,0.0
0,1,18,1,2,351,3,1,1,1,3,3,3,3,1,2,4,1,3,3,0,0.0
0,1,59,1,2,2567,1,1,1,1,4,5,4,4,4,4,4,4,4,5,5,0.0
1,1,16,0,2,489,1,3,1,3,1,1,1,1,3,3,4,3,3,1,0,0.0
0,0,24,1,1,1009,2,2,2,2,1,2,1,1,4,2,4,4,5,1,0,2.0
1,0,44,1,1,424,1,1,1,3,4,1,4,4,3,4,4,1,4,4,4,11.0
1,1,36,1,2,829,2,3,3,3,1,4,3,2,2,2,2,1,2,1,18,10.0
1,0,12,1,0,788,2,0,2,4,4,2,4,4,2,4,4,3,3,4,2,18.0
1,1,58,0,1,507,3,5,3,2,1,3,2,1,4,5,5,3,4,1,6,0.0
0,1,40,1,2,872,1,1,1,1,2,4,4,4,4,4,4,3,4,4,0,3.0
0,0,27,1,1,272,2,4,2,1,3,2,4,3,1,2,1,4,3,3,0,3.0
1,1,41,1,1,201,4,5,5,5,4,4,4,4,4,5,4,2,4,4,9,2.0
0,1,48,1,2,2422,2,2,2,2,2,4,5,4,4,4,4,5,4,3,5,11.0
0,1,48,1,2,2389,4,4,4,4,5,5,5,4,4,4,4,5,5,5,87,146.0
0,1,43,1,2,373,3,3,3,3,3,4,4,4,4,4,4,4,4,3,31,30.0
1,0,24,1,1,925,1,1,1,1,1,1,1,1,4,5,5,5,5,1,0,0.0
1,1,40,1,2,1721,5,5,5,5,3,4,4,5,5,5,5,5,5,5,28,14.0
0,0,22,1,1,551,1,0,1,2,5,1,5,5,3,5,5,3,4,5,0,0.0
1,0,23,1,1,369,2,3,2,2,5,2,5,5,2,5,3,3,3,5,1,0.0
1,1,43,0,2,591,3,4,3,2,4,4,5,4,4,3,4,5,4,5,26,12.0
0,0,17,1,1,954,4,4,4,4,1,4,1,1,2,4,2,1,4,1,1,0.0
1,1,37,0,1,1514,3,1,3,3,5,3,5,5,4,5,4,3,4,5,11,0.0
1,0,21,1,1,1303,3,3,3,3,5,3,5,5,1,5,3,4,4,5,63,70.0
0,0,14,0,1,325,1,2,1,4,3,1,3,3,3,1,4,2,4,3,0,0.0
0,1,11,1,2,2288,4,4,4,4,3,4,3,3,5,5,5,3,5,3,0,0.0
0,0,16,1,1,1173,4,4,4,3,5,4,5,5,3,5,3,1,3,5,84,86.0
1,1,52,1,2,3164,1,1,1,1,3,5,5,5,5,5,5,4,5,4,66,52.0
1,1,48,1,2,547,3,3,3,3,2,4,4,4,4,4,4,5,4,5,0,0.0
1,1,50,0,1,1068,3,5,3,3,3,3,3,3,5,5,5,3,4,3,0,0.0
0,1,17,0,0,2295,2,1,2,3,5,2,5,5,2,2,3,4,4,5,31,21.0
1,1,57,0,1,605,3,5,3,5,2,3,2,2,3,5,5,3,5,2,16,18.0
1,1,51,1,2,308,5,5,5,5,4,4,5,4,4,4,4,3,4,5,0,0.0
1,1,11,0,1,1167,3,5,3,3,4,3,4,4,4,4,4,3,4,4,0,0.0
1,1,40,1,0,1096,1,3,3,3,1,1,1,1,4,1,2,3,2,1,0,0.0
1,0,29,1,1,888,4,4,4,3,4,4,5,4,4,2,4,3,3,4,61,53.0
0,1,36,0,0,689,2,5,2,2,3,2,3,3,5,3,4,5,4,3,26,22.0
1,1,52,1,0,325,1,4,4,4,1,1,1,1,4,2,4,2,3,1,0,2.0
1,0,25,1,2,235,3,2,3,3,1,3,1,1,1,5,3,1,4,1,1,6.0
1,1,35,0,1,373,3,1,1,2,2,1,2,2,2,4,1,4,2,2,0,4.0
0,1,31,1,2,1012,3,5,5,5,3,3,3,3,1,4,2,1,3,3,75,83.0
1,1,33,1,1,89,3,4,4,4,3,3,3,3,1,3,3,3,3,3,0,0.0
0,1,14,0,1,1012,4,5,4,1,5,4,5,5,1,1,1,1,4,5,0,0.0
1,1,29,1,2,501,3,3,3,3,5,5,5,5,3,5,5,5,5,5,0,5.0
0,0,37,1,0,246,4,4,4,3,2,4,2,2,3,1,3,4,3,2,23,18.0
1,1,49,1,2,2357,2,2,2,2,4,5,4,4,4,4,4,5,4,3,0,0.0
1,1,60,1,2,600,3,3,3,3,3,4,4,4,4,4,4,5,4,5,0,0.0
1,0,25,1,2,925,3,4,3,2,3,3,5,3,4,2,5,4,5,3,6,10.0
0,1,30,1,2,2794,2,3,3,3,2,2,2,2,3,3,4,4,4,2,38,38.0
1,1,60,1,2,2454,4,4,4,4,4,5,5,4,4,4,4,3,4,4,0,0.0
1,1,35,0,1,199,3,4,3,4,3,3,3,3,5,3,4,4,5,3,38,42.0
1,1,62,1,1,458,3,1,1,1,2,3,2,2,3,4,3,1,3,2,5,3.0
1,1,46,1,2,1612,1,1,1,1,2,4,5,5,5,5,5,4,5,5,0,0.0
0,1,36,1,1,447,2,2,2,2,2,2,2,2,4,4,4,4,3,2,0,0.0
0,1,40,1,2,1987,0,3,0,5,5,5,5,5,5,4,1,5,1,5,166,168.0
0,1,64,1,2,3143,2,2,2,2,5,5,5,5,5,5,5,4,5,5,0,0.0
1,1,70,0,1,1044,4,5,4,2,2,4,2,2,3,1,3,4,4,2,0,0.0
1,1,57,0,1,2475,3,4,4,3,2,4,2,2,5,3,3,5,5,2,1,19.0
1,1,41,0,1,296,2,5,2,3,1,2,1,1,4,4,4,4,5,1,0,0.0
0,1,36,1,1,228,2,3,3,3,2,2,2,2,1,2,3,2,4,2,0,0.0
1,1,18,1,2,1875,1,1,1,1,4,5,4,4,5,5,4,5,4,4,0,0.0
0,1,20,0,1,1024,2,1,2,3,2,2,2,2,4,5,3,2,4,2,0,1.0
1,1,37,1,2,700,1,1,1,1,2,5,5,3,3,3,3,4,3,4,0,0.0
0,1,45,0,1,577,1,4,1,2,3,5,5,4,4,1,4,4,4,5,0,0.0
0,0,34,1,0,304,4,4,4,4,3,4,3,3,5,5,3,5,2,3,26,45.0
1,1,19,1,2,1399,2,2,2,2,2,2,2,2,3,5,3,2,3,2,0,0.0
1,1,58,1,0,163,4,5,3,3,3,4,3,3,4,2,1,4,3,3,0,0.0
0,1,44,1,2,3620,3,3,3,3,5,5,5,3,3,3,3,3,3,3,0,0.0
1,1,31,1,2,3964,1,1,1,1,4,4,4,4,3,1,5,5,4,4,0,0.0
0,1,7,0,1,463,3,5,3,2,5,3,5,5,4,5,4,5,4,5,0,0.0
1,1,55,1,2,395,2,2,2,2,3,4,5,5,5,5,5,5,5,5,0,0.0
1,1,15,1,2,2075,3,1,1,1,3,3,3,2,5,4,3,3,4,3,463,503.0
0,1,60,0,2,589,2,3,1,2,4,3,5,1,1,1,1,2,1,2,0,0.0
0,1,58,0,1,577,2,4,2,2,4,4,4,5,5,2,2,5,5,4,1,0.0
1,0,23,1,1,1346,3,3,3,2,3,3,3,3,5,4,4,5,5,3,1,0.0
0,0,26,1,1,489,3,4,3,2,1,3,1,1,3,3,2,4,1,1,0,0.0
0,1,54,1,2,2519,2,2,3,2,5,5,5,5,2,5,5,5,5,5,0,16.0
1,1,22,0,1,270,2,0,2,3,1,2,1,1,5,3,4,4,4,1,0,0.0
0,1,23,0,1,965,1,1,1,1,1,1,1,1,4,2,2,4,1,1,30,27.0
1,1,21,1,2,1910,5,5,5,5,3,4,3,3,5,3,4,5,4,3,0,0.0
1,1,44,1,2,2380,0,0,0,4,4,4,5,5,5,5,5,4,5,5,0,0.0
1,1,32,1,2,1865,4,4,4,4,5,5,5,5,3,4,5,5,4,5,0,0.0
1,1,41,0,1,867,2,4,2,3,5,2,5,5,3,5,1,2,2,5,13,0.0
0,1,18,0,0,628,1,2,1,4,1,1,1,1,4,2,4,3,3,1,46,56.0
0,1,14,0,1,1598,4,5,4,3,5,4,5,5,4,2,5,4,5,5,0,5.0
1,0,21,1,1,588,2,0,2,4,2,2,2,2,2,3,4,5,1,2,2,0.0
1,1,44,1,2,606,2,4,2,2,5,5,4,4,4,5,4,3,4,5,0,0.0
0,1,41,0,1,1504,3,3,3,3,4,3,4,4,4,1,4,1,3,4,0,15.0
1,1,42,1,2,216,5,5,5,5,4,5,4,5,5,5,5,4,5,4,0,0.0
0,1,46,1,2,337,2,2,2,2,4,4,4,5,5,5,5,5,5,4,0,0.0
0,1,44,0,1,570,2,5,2,3,5,4,5,4,4,2,4,5,4,5,0,0.0
0,1,42,1,2,327,2,2,2,2,5,4,5,5,5,5,5,4,5,4,0,0.0
0,0,12,1,1,991,1,1,1,3,2,1,2,2,1,4,3,2,4,2,62,53.0
1,1,37,1,0,101,4,5,5,5,4,4,4,4,1,5,5,4,4,4,0,11.0
0,1,33,1,2,457,3,3,3,3,3,3,3,3,3,3,3,2,3,3,0,0.0
1,1,37,1,0,212,5,4,4,4,5,5,5,5,1,1,4,5,4,5,0,0.0
0,0,36,1,1,192,4,1,4,3,4,4,4,4,2,5,3,1,3,4,95,82.0
0,1,45,0,1,302,1,5,1,4,4,4,5,3,3,1,3,3,3,3,0,0.0
1,0,18,1,1,500,4,3,4,2,2,4,2,2,5,4,3,3,3,2,0,0.0
1,1,45,1,2,2131,0,4,0,2,4,5,5,4,4,4,3,5,4,4,25,16.0
0,1,30,1,0,991,1,1,1,1,1,1,1,1,1,5,2,2,2,1,2,0.0
0,1,63,0,1,594,3,5,3,2,2,3,4,5,5,3,5,4,5,4,26,27.0
0,1,49,1,2,2583,1,1,1,1,3,4,4,5,5,5,5,3,5,4,0,42.0
0,1,60,0,1,395,2,4,4,5,4,5,5,3,3,4,3,3,3,2,0,0.0
1,0,26,1,1,341,1,5,1,3,2,1,2,2,4,2,5,1,1,2,0,0.0
1,1,36,1,2,1934,2,2,2,2,1,4,1,5,5,5,5,3,5,2,11,9.0
1,1,44,1,2,3431,2,3,2,2,4,4,5,3,3,3,3,3,3,4,15,0.0
1,1,58,0,1,1120,3,4,3,4,5,3,5,5,2,5,3,2,4,5,1,0.0
0,1,52,1,1,1046,5,1,1,1,5,4,4,1,4,3,2,4,3,4,138,130.0
0,1,50,1,2,3252,5,5,3,5,5,4,5,4,4,4,5,3,4,5,0,0.0
1,0,22,1,1,615,3,5,3,3,5,3,5,5,3,5,4,5,5,5,92,71.0
0,1,23,1,2,507,3,4,3,4,3,3,3,3,2,5,3,4,4,3,0,0.0
0,1,47,1,2,2586,3,3,3,3,5,4,4,5,5,5,5,3,5,4,0,0.0
0,1,39,1,2,632,1,1,1,1,4,4,5,3,3,4,3,3,3,5,0,0.0
0,1,39,1,1,391,4,5,5,5,4,4,4,4,5,1,2,4,4,4,0,0.0
0,1,43,1,2,3000,2,2,2,2,1,3,1,5,5,5,5,2,5,2,27,0.0
0,1,34,1,2,1617,2,2,2,2,2,5,5,5,5,5,5,5,5,3,0,0.0
0,1,48,1,2,1625,1,2,2,2,3,3,4,1,1,1,1,1,1,2,9,25.0
1,1,42,1,2,2446,1,1,1,1,3,5,4,4,4,4,4,5,4,3,0,0.0
0,1,42,0,1,236,2,3,2,3,2,3,2,3,3,2,3,4,3,5,20,16.0
0,1,38,1,2,1626,5,5,5,5,5,4,1,3,3,3,3,2,3,5,15,4.0
1,0,62,1,1,177,3,5,3,3,3,3,5,3,4,4,4,3,3,3,18,29.0
1,1,59,1,2,3810,2,2,2,2,3,4,4,4,4,4,4,3,4,3,2,0.0
1,1,39,1,2,526,5,5,5,5,2,5,5,5,5,5,5,5,5,3,0,0.0
0,1,52,1,2,1585,2,2,2,2,4,4,5,5,5,5,5,5,5,5,105,97.0
1,1,41,1,2,2683,0,0,0,1,5,4,4,5,5,5,5,4,5,4,48,36.0
1,1,30,1,2,3491,3,3,3,3,4,4,4,4,4,1,2,2,3,4,0,0.0
1,1,25,1,2,1096,2,2,2,2,4,5,4,4,3,4,5,3,4,4,0,0.0
0,1,49,1,0,438,3,5,5,5,1,2,4,3,3,3,3,3,3,2,0,0.0
0,1,57,0,1,486,2,4,3,3,4,4,4,5,5,3,5,3,5,1,1,0.0
1,1,49,0,0,761,1,4,1,3,2,1,4,2,3,3,5,4,4,2,0,0.0
0,1,52,0,0,190,5,4,5,3,2,4,4,4,4,5,4,5,4,5,0,0.0
1,0,44,1,1,1303,1,1,1,4,2,1,2,2,2,1,4,4,4,2,0,0.0
1,1,56,0,0,246,1,1,1,4,3,1,5,3,3,2,3,3,4,3,5,9.0
1,1,11,0,1,1444,1,2,1,4,4,1,4,4,3,1,4,3,3,4,0,0.0
1,1,46,1,1,613,5,4,3,4,5,5,5,5,1,3,4,4,3,5,0,13.0
0,1,43,1,2,335,4,4,4,4,3,4,5,5,5,5,5,3,5,4,0,0.0
1,1,63,1,2,1533,3,3,3,3,4,4,3,3,3,3,3,3,3,1,20,16.0
0,1,59,0,1,1558,2,4,3,3,5,3,5,4,4,3,4,3,4,4,6,12.0
1,1,44,1,1,626,4,2,2,2,4,4,4,4,4,1,1,4,1,4,0,5.0
0,1,36,0,1,259,4,4,0,3,5,0,5,5,3,5,5,5,3,5,0,0.0
0,0,41,1,2,304,2,2,2,4,1,2,1,1,5,5,4,2,4,1,0,0.0
1,1,55,1,2,2679,3,2,2,2,4,2,2,3,3,3,3,3,3,3,2,1.0
0,1,9,0,1,761,1,5,1,3,1,1,1,3,4,4,4,1,5,1,286,290.0
1,1,46,1,2,2064,2,1,1,1,2,4,3,2,2,2,2,3,2,1,0,11.0
0,1,60,0,0,226,2,2,2,4,4,3,4,2,2,2,2,3,2,4,0,0.0
0,1,45,1,2,3948,1,1,1,1,5,4,4,5,5,5,5,3,5,5,0,0.0
1,1,40,0,1,371,1,3,4,4,1,4,1,1,4,5,3,3,4,1,32,31.0
0,1,21,0,1,843,4,4,4,3,5,4,2,5,4,5,4,3,4,5,0,0.0
1,0,15,1,2,1039,0,0,0,3,5,0,5,5,4,5,4,4,4,5,4,0.0
1,0,63,1,1,408,4,0,4,3,2,4,2,2,3,5,4,1,3,2,39,38.0
1,1,7,0,1,1773,3,4,2,4,5,2,5,5,2,1,2,3,3,5,20,44.0
0,1,59,1,2,2297,1,1,1,1,5,5,3,5,5,5,3,1,5,2,0,0.0
0,1,43,0,1,253,4,3,4,5,1,2,3,3,3,4,3,2,3,2,62,61.0
0,0,50,1,2,1585,4,4,4,2,4,4,4,4,4,3,4,3,4,4,67,51.0
0,0,28,1,2,1171,2,2,2,3,4,2,5,4,4,2,5,4,4,4,1,4.0
0,1,59,0,2,1334,3,5,3,3,3,4,5,3,3,3,3,3,3,4,0,19.0
0,1,44,0,2,770,3,4,3,3,2,4,4,2,2,3,2,4,2,5,8,71.0
1,1,30,1,2,334,0,1,1,3,4,4,4,4,5,2,4,5,5,4,0,0.0
1,0,24,1,1,192,5,4,5,5,2,5,2,2,5,3,5,4,5,2,0,0.0
1,1,28,0,1,432,4,1,4,2,4,4,4,4,2,5,2,3,2,4,0,0.0
0,0,25,1,2,453,0,5,0,4,3,0,3,3,3,5,5,5,5,3,44,66.0
1,1,33,0,1,528,3,2,3,3,4,3,4,4,2,4,4,1,4,4,22,19.0
1,1,21,0,2,1464,3,4,3,1,1,3,1,1,5,3,3,4,5,1,18,20.0
1,1,62,0,1,250,1,4,1,2,3,1,5,3,5,5,5,4,5,3,0,0.0
1,1,69,0,1,447,1,5,1,2,4,1,4,4,4,2,4,4,5,4,0,0.0
0,1,42,1,2,2292,4,4,4,4,5,5,4,4,4,4,4,3,4,4,1,0.0
1,1,67,1,1,240,4,1,1,1,4,4,4,4,1,2,4,2,3,4,0,2.0
1,0,25,1,0,304,2,2,2,3,1,2,1,1,1,3,2,4,3,1,0,24.0
1,1,39,1,2,842,2,2,3,2,3,3,3,3,5,4,4,3,5,3,77,139.0
1,1,42,0,1,308,3,2,3,4,4,3,4,4,3,1,3,3,4,4,47,55.0
0,1,44,1,2,2556,2,2,2,2,3,4,4,5,5,5,5,3,5,5,6,0.0
1,0,35,1,1,515,4,3,5,3,1,5,1,1,1,3,4,3,3,1,0,0.0
0,0,48,1,0,695,3,3,3,4,1,3,1,1,1,5,4,1,2,1,34,26.0
0,1,54,1,2,1885,3,3,3,3,5,4,4,4,4,4,4,5,4,3,0,0.0
1,1,32,0,1,964,2,5,2,2,3,2,3,3,5,2,5,5,4,3,97,94.0
1,1,24,0,2,271,0,1,0,3,4,0,4,4,2,3,3,1,4,4,5,0.0
1,1,38,0,1,862,3,4,3,1,2,3,2,2,4,2,5,3,5,2,11,0.0
0,1,35,1,2,1750,4,4,4,4,2,2,2,3,3,3,3,4,3,3,0,11.0
1,1,55,0,1,2454,3,2,3,4,3,2,4,1,1,4,4,4,1,4,0,0.0
1,1,33,0,2,290,3,4,3,2,2,3,2,2,3,3,4,4,5,2,4,2.0
1,1,46,1,0,462,4,3,3,3,4,4,4,4,5,3,1,2,3,4,29,33.0
0,1,60,0,1,226,4,4,4,1,3,5,4,2,2,4,2,4,2,4,0,0.0
0,0,32,1,2,522,3,3,3,1,3,3,3,3,3,5,4,3,4,3,6,18.0
0,1,67,1,2,1448,3,3,3,3,5,5,4,5,5,5,5,4,5,5,0,0.0
1,1,26,0,1,255,2,5,0,4,4,0,4,4,3,5,3,3,2,4,54,54.0
1,1,63,0,1,639,3,5,3,3,3,3,4,3,5,3,5,3,4,3,41,59.0
1,1,8,0,2,160,2,4,2,4,3,2,3,3,4,3,5,3,4,3,0,2.0
1,0,40,1,2,404,1,1,1,5,4,1,4,4,4,2,4,4,4,4,0,0.0
1,0,61,1,2,347,4,4,4,3,1,4,1,1,3,4,4,4,4,1,0,0.0
1,1,52,0,0,147,1,5,1,2,1,1,1,1,5,2,4,5,4,1,0,0.0
1,0,25,1,1,416,2,2,1,3,5,1,5,5,2,3,4,4,3,5,39,41.0
1,0,19,1,1,852,3,3,3,3,2,3,2,2,1,1,4,3,3,2,13,7.0
0,1,8,0,1,271,3,4,4,1,4,4,4,4,5,4,4,5,5,4,0,0.0
0,1,38,1,1,622,4,1,5,5,4,4,4,4,3,1,3,5,5,4,0,0.0
0,1,51,0,1,116,4,4,4,1,1,5,5,3,3,4,3,3,3,5,0,21.0
1,0,27,1,2,1189,2,2,2,2,3,2,2,3,1,3,3,3,3,3,15,11.0
0,0,39,1,2,1379,2,2,2,4,1,2,1,1,4,5,5,5,4,1,0,0.0
1,1,53,1,1,1020,4,2,2,2,5,4,5,5,3,1,4,4,3,5,108,89.0
1,1,44,1,2,929,1,1,1,1,2,4,5,4,4,4,4,4,4,3,0,0.0
0,1,36,1,0,399,5,1,1,1,5,5,5,5,2,2,1,5,3,5,14,3.0
0,1,38,1,2,2977,2,3,1,3,4,4,4,2,2,2,2,4,2,4,12,7.0
0,1,79,1,2,1643,3,1,1,1,4,4,4,3,3,3,3,2,3,2,0,0.0
1,1,58,0,1,1136,1,5,1,4,3,1,4,3,3,3,5,5,4,3,9,5.0
0,1,56,0,1,1048,4,4,3,3,4,5,4,5,5,3,5,5,5,3,20,14.0
0,1,12,0,1,1892,2,3,2,2,1,2,1,1,3,1,2,3,2,1,0,0.0
0,0,26,1,2,746,2,2,2,4,1,2,1,1,3,5,5,3,4,1,0,0.0
0,1,60,1,1,1195,5,2,2,2,2,3,4,5,5,5,5,1,5,3,14,0.0
1,1,39,1,2,3387,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,0.0
0,1,25,1,1,325,3,5,5,5,3,3,4,3,1,1,3,4,4,3,31,8.0
1,1,31,0,1,500,4,4,3,5,4,3,4,4,4,2,4,5,4,4,0,0.0
0,1,47,1,2,2817,1,1,1,1,5,5,5,5,5,4,5,3,5,5,54,61.0
0,1,45,1,2,3665,1,5,5,5,5,3,3,3,3,3,1,2,3,1,0,0.0
1,1,50,1,1,420,1,4,1,4,1,1,1,1,2,4,3,4,3,1,19,47.0
0,1,9,0,1,501,3,4,3,1,5,3,5,5,4,5,4,5,5,5,15,14.0
1,0,34,1,2,2329,1,1,1,3,3,1,3,3,3,2,4,4,5,3,18,0.0
0,1,31,0,1,925,2,3,2,4,2,2,2,2,2,3,4,1,4,2,46,52.0
0,0,45,1,1,328,0,0,0,4,1,0,1,1,3,3,4,1,2,1,0,0.0
1,1,18,0,1,364,3,4,3,1,1,3,1,1,4,2,5,4,4,1,0,0.0
1,1,29,1,1,1411,2,1,1,1,2,2,2,2,4,4,4,3,3,2,0,0.0
1,1,54,1,2,2019,2,3,3,3,3,4,3,2,2,2,2,4,2,1,0,0.0
1,1,51,1,2,457,4,5,4,5,1,4,4,4,4,4,4,4,4,3,0,0.0
0,1,64,0,1,1709,2,3,2,3,2,4,4,2,2,2,2,4,2,2,0,0.0
0,0,25,1,2,234,3,5,3,2,2,3,2,2,3,2,5,5,5,2,0,0.0
1,1,32,1,0,605,5,3,3,3,5,5,5,3,3,3,5,5,3,5,133,116.0
0,1,37,1,2,2480,2,2,2,2,3,5,5,4,4,4,5,4,4,4,0,0.0
0,1,13,0,2,964,0,5,0,3,1,0,1,1,3,2,4,4,5,1,0,0.0
0,1,40,1,2,1560,3,3,3,3,5,4,5,4,4,3,4,5,4,3,42,42.0
0,0,21,1,2,1303,0,5,0,4,3,0,3,3,4,4,5,3,5,3,18,0.0
0,1,54,0,1,925,3,4,4,4,3,3,4,4,4,4,4,3,4,2,0,1.0
0,1,58,1,2,2880,5,5,5,5,4,5,4,4,4,4,4,4,4,5,11,9.0
1,1,54,0,1,408,3,5,2,3,3,2,3,3,4,2,4,5,4,3,0,0.0
1,0,32,1,2,929,2,2,2,5,1,2,1,1,3,4,5,5,4,1,1,9.0
0,0,37,1,1,273,0,0,0,4,3,0,3,3,2,4,3,2,1,3,0,0.0
1,1,19,0,1,771,4,3,4,2,3,4,3,3,1,4,2,4,3,3,0,0.0
0,1,40,1,2,1671,4,4,4,4,4,4,5,4,4,4,4,4,4,5,0,0.0
1,1,59,1,2,1744,1,1,1,1,4,5,5,5,5,5,5,4,5,4,8,0.0
1,1,63,1,2,2288,3,2,2,2,1,3,2,3,3,3,3,2,3,2,15,7.0
0,1,24,1,1,378,5,5,5,5,5,5,4,5,4,2,1,1,2,5,0,0.0
0,0,39,1,1,143,1,0,1,4,4,1,4,4,1,3,3,2,3,4,0,0.0
0,1,45,1,2,2671,3,3,5,3,2,4,4,4,4,4,4,5,4,3,43,57.0
0,1,52,1,0,177,3,4,4,4,4,3,4,3,3,3,3,3,3,1,4,0.0
0,1,65,0,1,515,3,4,3,4,4,4,5,3,3,3,3,3,3,4,11,0.0
0,1,60,0,2,280,4,4,4,1,1,2,3,3,3,4,3,3,3,4,0,0.0
0,1,59,1,2,1379,2,2,2,2,2,5,5,5,5,5,5,5,5,5,10,2.0
1,1,11,0,1,715,4,5,4,3,2,4,2,2,5,3,5,5,5,2,8,0.0
0,1,26,0,1,937,2,3,2,3,2,2,2,2,1,1,4,1,4,2,13,0.0
1,1,55,1,2,358,4,4,4,4,3,5,4,4,4,4,4,3,4,3,0,0.0
0,1,30,1,2,3267,3,3,3,3,4,4,4,4,3,4,4,4,3,4,327,326.0
1,1,48,1,2,200,4,4,4,4,3,1,5,4,4,4,5,1,4,1,0,0.0
0,1,11,0,1,557,3,4,3,1,4,3,4,4,3,5,2,3,3,4,0,0.0
0,1,14,0,1,416,1,5,2,2,3,2,3,3,3,2,1,4,1,3,50,40.0
1,1,55,0,0,280,1,4,1,1,3,1,3,3,2,3,3,2,3,3,1,34.0
1,1,52,1,1,67,1,1,1,1,1,1,1,1,3,4,4,2,3,1,0,0.0
0,1,51,1,2,1961,5,5,5,5,4,5,4,4,4,4,4,4,4,5,0,0.0
0,1,44,1,2,3931,5,5,5,5,2,4,4,5,5,5,5,3,5,4,28,43.0
0,1,58,1,2,3262,3,3,3,3,4,5,4,4,4,4,5,4,4,3,1,0.0
1,1,54,1,2,1698,3,3,3,3,3,4,4,4,4,4,4,3,4,3,0,0.0
0,0,29,1,1,806,3,3,3,3,1,3,1,1,3,5,4,4,3,1,0,0.0
0,1,25,1,2,813,4,4,3,4,4,4,4,4,4,3,4,5,4,4,4,0.0
1,1,61,0,1,308,0,5,0,3,3,0,3,3,4,4,5,5,5,3,0,0.0
1,1,52,1,0,453,4,4,4,4,4,4,4,4,3,1,3,4,3,4,0,0.0
1,1,43,1,2,3837,2,2,2,2,2,5,4,5,5,5,5,5,5,5,0,0.0
0,1,28,1,2,479,1,1,1,1,4,4,4,4,5,4,5,5,4,4,5,0.0
0,1,18,1,1,1452,4,5,3,3,4,3,2,4,1,1,4,2,4,4,5,0.0
1,1,62,0,1,406,2,5,2,1,1,2,1,1,5,4,5,5,4,1,0,0.0
1,0,25,1,2,404,5,0,5,1,5,5,5,5,5,5,4,5,4,5,0,3.0
1,1,53,0,1,2565,2,5,2,4,5,2,5,5,2,2,5,2,2,5,38,36.0
1,1,31,1,2,1858,2,2,5,2,3,4,3,3,2,2,1,3,1,3,0,0.0
0,0,33,1,2,2611,2,2,2,3,3,2,3,3,4,4,5,5,5,3,1,0.0
1,0,21,1,1,84,5,0,5,2,5,5,5,1,5,4,1,5,5,5,294,320.0
0,0,40,1,2,402,3,3,3,3,1,3,1,1,3,2,5,5,4,1,28,35.0
1,1,20,0,1,479,3,2,3,3,4,3,4,4,4,2,2,4,3,4,18,10.0
0,0,26,1,0,1237,1,1,1,2,5,1,5,5,4,5,4,2,1,5,0,0.0
0,1,41,1,2,515,5,5,5,5,3,5,4,3,3,3,3,4,3,4,11,25.0
1,1,49,0,1,508,3,4,3,5,5,3,5,5,5,3,5,5,5,5,0,8.0
1,0,24,1,2,333,5,0,5,5,5,5,5,5,5,5,5,4,4,5,3,0.0
1,0,39,1,2,1246,4,4,4,1,5,4,5,5,3,5,4,3,5,5,15,15.0
0,1,28,0,1,248,3,4,3,4,1,3,1,1,5,2,5,4,4,1,31,34.0
0,1,46,1,2,2309,3,1,1,1,5,4,3,3,3,3,3,2,3,1,0,0.0
0,1,48,1,2,1729,2,3,2,2,5,4,5,5,5,5,5,5,5,4,4,34.0
0,1,54,1,2,3613,4,4,4,4,5,4,5,4,4,4,4,3,4,5,0,0.0
